English,animal,arm,ashes,bark,bed,belly,big,bird,bite,blood,bone,breast,burn,child,cloud,come,count,die,dog,drink,ear,eat,egg,elephant,eye,face,fall,"fat, oil",feather,fingernail,fire,fire-wood,fish,five,fly,four,give,goat,"ground, soil",hair,head,hear,heart,horn,house,hunger,intestine,kill,knee,knife,know,leaf,leg,liver,louse,man,moon,mouth,name,navel,neck,night,nose,one,person,rain,road,root,salt,sand,see,send,shame,sing,skin,sky,sleep,smoke,snake,spear,steal,stone,sun,tail,ten,three,tongue,tooth,tree,two,urine,village,vomit,walk,war,water,wind,woman,dew,iron
D28_Holoholo,ɲàmà,kʊ-bɔkɔ́,-tǒ,-ubwisyo,tàndá,-syǒ,-kàtà,kà-ɲɔ̀ɲì,-sum,-syǐ,ɪ-kʊjá,i-bɛɛlɛ́,-si̧g-́,mw-aná,kilɛ̌,njʊ̌,-bàla,-kiá,m-bwǎ,-ɲʊǎ,-twì,-lɪǎ,ɪ̀-hʊ̀sì,ɲ-jɔ̀gì,li-insɔ́,li-insɔ́,-gwɪ̀la,ma-kitá,ɪ-salá,lw-alá,ka-hyǎ,kʊ̀ní,kì-kʊ̀lʊ̀,táánô,-biika,-nɛ̌,-hǎ,m-bʊsí,-sì,n-jɪlɪ́,-twě,-tegelel-́,-tima,-seŋgo,?,n-jàlà,mà-là,-ɪ̀haga,kʊ-nwǐ,kɛ-ɛlɛ̌,-màɲa,ly-aní,kʊ̀gʊ̀lʊ̀,kìnì,ndǎ,mpaalʊ́mɛ,kwɛɛsí,kàɲà,ɪsiná,?,ŋkiŋgɔ́,bʊsigí,-syulú,-mǒ,mʊ̀ntʊ̀,mbilá,njɪ̀là,mʊ̀sì,mʊkɛlɛ́,mʊsɛŋgǎ,-mɔná,?,sòní,-ɪmbá,ky-anjǎ,ɪ̀gʊ̀lʊ̀,-laalá,-unki,njɔká,ɪsimɔ́,-ɪbá,ìbwɛ̀,ɪjʊbá,mʊkɪlá,ɪkʊmí,-sátʊ́,lʊlɪmɪ́,liinɔ́,-ti,-bɪ́lɪ́,-su,kɪbʊndɪ̌,-lʊká,-jàata,lʊ̀gɔ̀sì,majɪ́,mʊ̀ɲàgà,mpaakási,?,kìgɛ̀là
*D304_Homa_1919,ɲ-ama,bakɯ,?,?,?,sapɯ,?,m-buru,?,bu-gurrum,kɯɯ,ma-ruŋgɯma,?,m-ini-k,?,-duna,?,-kus,um-ba,?,tao-k,ya,ma-kɯma,m-boŋgɯ,ru-sul,tundu-k,?,pa-tamut,?,kan-zagali,tsa-wguʂ,suki-ti,ba-ʂ,I-bɯmotɯ,?,I-kwangani,pam,meme,tandu-k,sa-morɯ,m-orɯ,?,bu-kali,paŋgu-m,n-dap,jale,?,tumis,e-dibe,m-baku,-bis',?,goru-k,?,?,mu-tu,timba,m-bɯkɯ,l-ina,kuvu,cungu-k,rupu-k,yo,-mɯtɯ,?,dɯ-bari,pens,?,mɯ-kɯ,?,wena,?,sɯɲi,?,bu-raku-k,ɲ-angot,u-lala-ba,kuli,n-gamu,kungwa-li,baku,ma-buk,m-ani-k,kus,?,I-sarɯ,dada-k,nunnur,basu,I-bari,m-ene,ngi,?,?,ɯ-kandɯ,dɯ-bare,mu-mbɯ,karri,?,m-bali
*D305_Nyanga-li,ɲàmà,?,mɔtɛ́,?,ŋ-kɪ̀ŋgɔ̀,bʊ̀-rà,-kíri,?,-bʊ́rɛ,n-cámá,mʊ-kúa,i-bɛ́rɛ,?,mw-ǎna,?,-kúrúka,-ànsa,-kúsa,?,-ɔ̀mɔ,?,-rá,ɪɪ́,n-sùù,?,?,-hʊ́ka,ma-kúta,c-ɔsá,c-ǎra,?,ʊ-kúni,n-cwɪ̀,?,-ɔ̀ka,-ɲɛ̀,-níŋka,mʊ̀-ràŋgɔ̀,kwànsí,?,mʊ-ntwɛ́,?,?,i-hɛ́mbɛ́,numbá,rw-ǎka,?,?,?,mw-ɛrɛ́,-siba,?,?,ìnì,?,wábʊ̌mɛ,mwɛ̌ri,?,rɪ̌na,?,ɪ̀kɔ̀tì,mutú,mɛ̌mbɛ́,-má,mwɛ̀à,mbúra,mwɛŋgɛ́rɛ́,?,mʊ̀kwà,?,-kàɛ,?,ŋkɛ̀nɛ̀,?,-kɛ̀sa,?,tɔrɔ́,mwɪ̌ki,?,?,?,ɪkɔí,mwɪ̌ʃɪ́,mʊkɪ́ra,ɪkúmi,?,rwǎmi,rɪ̌nɔ,?,-bɪ́,màʃʊ̀,ʊbʊ́ŋgʊ́,?,?,bitá,mɛ̀cà,?,mʊmɪ́na,màmɛ̀,?
*D308_Ebodo,ɲàmà,ɪ-kɔ́ndɔ́,-súpú,ɛ-papi,bʊ-kwálá,m-bowa,-ja,mú-noi,-kɛ̀ta,me-níke,u-hó,ma-bee,ku-niya,mw-aná,-kóbá,ku-nika,?,ingbio,ɓɛ́m-va,ku-mwa,u-tʃwéí,kuni-ɲa,-kií,toku,i-só,mʊ́-kanɪ́,?,m-ɛnɛ́,y-atá,ʊn-dáá,ɗy-àlá,?,mu-sipé,?,-bumbua,?,-injo,yagboŋgúo,e-taka,un-díí,mu-tu,-oka,mʊ-tɪmá,ɪ-pákáá,ɪ-káa,?,ɓʊ̀-à,ku-niwa,uú,i-fagó,-embea,wágbʊndʊ́,mùtìndì,-ngí,agbʊ̌kʊ,gùè,uyí,mònù,ino,?,-mio,naɓutú,mɔɔ́,-́ŋga,mombí,ogbaa,mʊgyɛ́ndɔ,miyii,mùkwè,sásáɪ́,-ena,-sèso,?,?,ɪ̀ŋgɔ̀ɓɔ̀,?,tɔɔ́,mweí,sɪ̀ɪ́,?,?,ɪbǎtʊ,ɛpa,mʊ́ya,?,-́tʊ́,ʊdádá,yenú,mukaka,-pɪ́nɪ,matɪ́ɪ,ɪ̀kʊ̀mbʊ̀,íwéyo,kukenda,?,mèpò,ihúhu,moí,?,?
*D308_Bodo2,nama,kɔ́ndɔ́,-súpú,ɛ-papi,?,m-bowa,u-za,mu-noyi,ku-keta,me-nike,u-ho,ma-bee,sí-óka,?,-kóbá,?,?,-wo,em-vá,ku-mwa,-cwéí,kuni-ɲa,-kií,?,-só,?,?,m-ɛnɛ́,-atá,n-daa,n-jaa,?,sipe,?,-bumbúa,?,-injo,?,e-taka,n-dii,mu-tu,-oka,mo-tema,-pakáá,?,?,?,?,uú,?,-embéa,-ané,mutendi,-ngí,-sɔ́kɔ́ɔ,gue,uyi,-nu,ino,?,emeyo,butu,maɔ,mo-ngana,to,-gbaá,ɛgbaa,-yo,?,masasayi,-ena,?,?,?,-mba,?,-tɔɔ́,umweu,?,?,?,ikopi,ɛpa,-yǎ,?,?,olala,m-enu,ɓoté,-pini,?,?,?,kukenda,?,mepo,?,m-oyi,?,?
D311_Bila,ɲāmā,ɓɔ́mbɔ̄,?,?,?,sʊ́ɓɔ́,-ŋgbó,m-bābú,?,mà-kyò,kúò,ɛ̄-ɓɛ́lɛ̄,?,m-íkí,ē-ɓūndū,pìkó,?,kúó,?,?,kī-tóī,?,?,m-bōŋgó,?,?,?,?,?,ɛ̄-kɔ́lɛ̄,?,?,sú,ɛ́-tánɔ̄,?,sɪ̀-nà,pá,mɛ́mɛ́,?,kīsá-mō,m̄-mɔ̄,ɛ́ˈká,?,ɛ̄n-dɪ́kā,ēn-dú,ɲ̄-njā,ē-kūndú,mʊ́á,?,?,épò,kásá,kɪ̀pɛ̀,ɛ̄ɓɛ̄lɛ̄,?,?,sóŋgé,ɲɔ̄kɔ̄,?,ēkúpù,?,?,?,kaɗī,ŋkpá,mbúò,ahé,?,?,?,ɛ́ˈná,kɛ̄ɓyá,?,?,kɔ̀sɔ̀,kʊ́pà,?,?,njɔ́kā,?,kūɓó,ētálè,máné,kōndó,mɔkɔ́,ɛ́sálɔ̄,ɛ̄ɗákā,?,mmbé,éɓālé,māɲɛ́,ɲ̀njì,lɔ́ká,támbá,?,?,sūsó,kálí,lɪ̄ɲɔ́,?
D331_Bvanuma,?,i-kóndó,?,?,?,?,?,?,?,mɪ-nɪ́kɔ,?,?,?,mw-aná,?,?,?,?,ɛ̀m-và,?,i-tswéí,?,mʊ-kɪɽɪ́,tòkù,ɽ-isɔ́,?,?,?,?,?,dz-aɽá,?,?,?,?,?,?,mɛ́mɛ́,?,ɽʊ-ndúɽi,mʊ-tʊ́,?,?,?,ɪ-káɽá,?,?,?,?,mw-àmbɛ̀,?,?,mutendé,?,?,gùɽɛ̀,uɽí,?,?,?,?,?,ɽʊɽʊ́,?,mʊ̀mbì,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ʊβɔ́,?,?,ɽɪβá,mʊɽɪyá,?,?,ɽʊɗáɗá,ɽɪnú,mʊkákáɽʊ,?,?,?,?,?,?,maɽiβɔ̄,?,?,?,?
D313_Mbuttu_1919,?,ɪ-konda,?,?,?,bu-a,?,inn-oi,?,?,?,?,?,?,?,i-ka,?,?,ɪm-va,?,ba-cwi,-dya,?,?,?,?,?,?,?,?,?,?,?,bɯkɯ,?,ba-gena,inju-ya,meme,?,n-di,?,?,?,?,i-ka,?,?,?,?,?,?,?,ɪ-tindi,?,?,?,ɪ-lu,ɪ -mɯni,?,?,?,?,?,mu-nga,?,?,?,?,?,?,?,?,?,?,umba,?,?,?,?,?,?,?,epa,?,?,b-atu,ne-dada,m-enu,m-kakaru,ba-pe,?,?,?,?,?,?,mo.i,?,?,ɪ-dɯkɯ
D32_Bira,ɲama,ki-ɓɔkɔ,e-pu,pasyo-me,e-kanda,subo,leŋga,babu,kuka,ma-kyo,kuo,e-bele,lu-la,m-iki,kupa,piko,taŋgya,ku-kuo,m-bwa,muo,ki-toi,lia,le-ke,m-boŋgo,bu-kesu,e-so,kuo,ma-fúta,sala,kole,n-sa,n-sa,mu-su,e-tano,yala,si-na,kapa,kaliyo-meme,dodo,ki-samo,m-oo,eka,bukouma,en-dika,en-du,kun-ja,e-kpondo,mwa,ku-li,ka-nifu,epu,kasa,kibele,ebele,amasi,moko,songe,ɲoko,ino,ekupu,kingo,kiiho,elo,kadi,npa,mvuo,ahe,miiki,kua,mbume,ena,kesyo,soni,ɲimbo,koso,ifua,tolo,maki,njoka,ekonga,kubo,etali,mani,kondo,moko,esalo,edaka,miɲo,mee,ebali,maɲe,nji,loka,ka,biyo,libo,suso,kali,nilyo,uko
D32_Bira_Bunia,ɲama,ki-ɓóko,bu̧lú̧,n-tí̧lo,?,sohó,-baɓo,m-bu̧lú̧,ɓáɓú̧lá,ma-gi̧lá,kú̧wa,ɓěle,sí̧ɗá,?,n-du̧lu̧,bǐká,?,kwá,um-vwá,mwá,ki̧-toí̧,lyá,li-kí,?,í̧so,?,?,ma-fúta,n-sálá,basa,mú-sá,?,ú̧-sú̧,?,si̧ndá,?,pá,?,ɗuɗú,ki̧-ʃámuhú,m-uhú,?,mu-líma,n-díka,?,?,?,holá,ku̧-lí̧,?,ì̧bá,n-kásá,kibele,mpingo,nsøiri̧,?,súngɪ́,noko,lína,?,kí̧ngó,ki̧lí̧ya,lúlu,ngi̧li̧,mbúhú,mbú̧la,ʃìɔ́,tí̧ná,?,mbú̧mé,língá,?,?,?,nguvu,?,nsi̧ngá,máki̧li̧,?,?,?,ntáli,mwání,ki̧lwangi̧,?,?,ɗáka,mí̧ɲo,milí,ɓalí,?,?,?,húngá,?,lí̧ɓó,?,nkálí̧,?,?
D33_Nyali,nama,ɪ̀-kɔ́ndɔ́,ì-tʃwɛ́í,ɪ̀-wàwɪ̀,?,ɓɷ̀ː-là,í-jà,mɷ̀-ɲɔ̍lì,-kɷ̀tã,mɛ̀-níkɔ̍,l̪ɷ̀-wɔ́,l̪ì-ɓɛ́ːl̪i̍,kãyà,?,î-ɓɷ̃ɓɷ̃,eka,?,-wɔ̃,ɪ̀ɱ-vá,ka-ma,ì-cwɛ́í,-já,mɷ̀-kɪ̀lí,?,l̪-ìsɔ́,?,?,m-ìná,làtá,l̪ɔ̀-nd̪ál̪á,j-àl̪á,?,l̪ɷ̀-síwé,?,ka-yelea,?,bìnjɔ́,?,ɪ́-ʃɪ,l̪ɷ̀-nd̪úl̪u̍,m-ɷ̀tɷ́,-núkɔ́,mɷ̀-tɷ́má,lɪ̀-wàkálá,?,?,?,-núlá,l̪ùl̪ú,?,-nɪ́mbɪ́la̍,ɷ̀-wàní,egbata,ningi,àkpɪ̀kpí,gùl̪ɛ̀,ùl̪í,mɔ̌nù,l̪ìnɔ́,?,ngìngɔ̃,nɔ̀bɷ̀tú,l̪ɷ̀lɷ́,longana,mɔ̀ːmbì,ɷ̀gbǎl̪ú,mɷ̀pí,mɷ̀mìmìl̪ĩ,?,sásál̪ɪ̀,kanena,?,?,?,ɪ̃mbãmbã,?,tɔ̀l̪ɔ́,mɛ̀í,?,?,?,likoi,lìwá,mɷ̀lá,?,?,l̪ɷ̀-d̪ád̪á,l̪ɛ̀nú,ɓɷ̀tí,íwíli̍,?,?,?,-tĩndã,?,màlìyɔ̃,?,mɔ̀ːl̪í,?,?
D333_Ndaaka,nàmà,ɪ-kɔ́ndɔ,lí-cwei,ùmbà,?,ɓu-wá,?,pɛ̀pɛ̀,ko-kwéta,me-niké,u-wó,ɪ-bɛ́ɪ̀,kɪnɪ́-ya,mw-aná,?,kení-ka,kʊ-poó,kení-wo,ɪm-vá,kɪní-mwa,u-tʃwéí,kènɪ̀-ʃà,ù-kɪ̀ɪ̀,tókú,isó,i-só,kení-kwa,m-ɪnɪ́,?,un-dáá,i-ʃaá,?,u-sípé,ɓokʊ́,ko-búmbúa,bò-gìnà,ke-níndʒo,mɛ́mɛ́,?,un-zídʒi,sékí,ke-níko,ʊ-tɪ́má,i-pakáá,é-kaa,tàà,mɪ̀-à,ke-níwa,u-hú,?,ke-mbíya,u-waní,utíndí,afófó,isɔ́kɔ́ɔ̀,gùwè,ulí,mònù,inó,uwópí,ɪ̀mɪ̀ò,nàbùtù,maó,bùgònò,mombí,ugbáá,ìŋgbàà,ùmìì,múkwe,saísaí,kenína,kotúmá,?,kosúwa,ìpàpì,?,kokwáà,umweí,hií,upɔ́,keníbo,ikopí,ipá,umɪ́yú,?,betú,uɗaɗá,iyénú,butí,ɓèpìì,matéì,ikómbo,kowɛ́yo,kokénda,ɗɪté,máípó,ibóbo,mòì,imóo,ùkò
D334_Mbo,nàmà,ɪ-kɔ́ndɔ́,lí-cwei,úmba,?,ɓu-wá,ì-bàì,ɸɛ̀ɸɛ̀,ko-miyá,me-níko,u-wó,ɪ-bɛ́ɪ̀,kenɪ́-ya,mw-aná,?,í-kaú,ku-sáábó,kení-wó,ɪm-vá,kéní-mwá,u-tʃweí,kení-gya,ù-kɪ̀ɪ̀,tókú,isó,i-só,kení-kwá,m-ɪná,?,un-dáá,i-ʃaá,?,u-sípé,ɓòkù,kó-bombúa,bò-gìnà,ke-níndʒo,mɛ́mɛ́,?,n-dúì,utú,ke-níko,ʊ-tʊ́má,i-pakáá,ɪ-káá,taá,nɪ̀-à,ke-nilá,u-lúlú,?,ko-mbíyá,u-waní,utíndí,ŋgàzà,isɔ́kɔ́ɔ̀,gùwè,ulí,mònù,inó,úwopí,ŋgíŋgó,nàbùtù,ululú,ɓóŋguú,mombì,ugbaá,úpí,úkúú,úkwé,utʃáŋga,keníná,kotúma,?,kòsùwà,íɸaɸi,?,kòkwàìkò,umweí,yèè,uɸó,kenífá,ikopí,iɸá,úmɪyá,?,betú,uɗaɗá,ilénú,butí,ɓèpìì,matéì,ìkùmbù,kòwèyòkò,koténda,ɗíté,máípó,ibúbu,mòì,ìmòù,ùkò
D43_Nyanga,ɲàmà,ku-bókò,mɔ-tɛ́,kì̧-kù̧kù̧,ŋ-kɪ̀ŋgɔ̀,bʊ̀-rà,-kíri,mù̧-róngè,-bʊ́rɛ,n-cámá,mʊ-kúa,i-bɛ́rɛ,-ʃírè,mw-ǎna,ù̧-tù̧ndò,-kúrúka,-ànsa,-kwá,m-bíbì,-ɔ̀mɔ,kò-té,-rá,ɪɪ́,n-sùù,r-ì̧sò,?,-hʊ́ka,ma-kúta,c-ɔsá,c-ǎra,kà-ʃá,ʊ-kúni,n-cwɪ̀,?,-yòkà,-ɲɛ̀,-níŋka,mʊ̀-ràŋgɔ̀,kwànsí,ù̧-téó,mʊ-ntwɛ́,-rú̧kírà,mu-tima,i-hɛ́mbɛ́,numbá,rw-ǎka,?,-yà,i-ru,mw-ɛrɛ́,-siba,ì-sànì̧,mwì̧ndí̧,ìnì,ìndà,wábʊ̌mɛ,mwɛ̌ri,bǔ-nù̧,rì̧nà,?,ì̧kòtì̧,mù̧tú̧,mwěmbé,ùmhà,mwèà,mbú̧ra,ìnsé,mù̧rà,?,mù̧sí̧è,-sú̧ngà,?,?,?,ù̧kóbá,?,tòró,mwì̧kì̧,?,?,?,i̧kòí̧,mwì̧ʃí̧,mù̧-kírà,?,?,rwǎmì̧,rì̧nò,mù̧tì,bábí,?,?,?,-yèndà,?,mècà,?,mù̧mínà,?,?
D55_Buyu,ɲama,-bó  ̍ o,-thó,?,?,-ku̧mo,-ahúhí,-noɲɪ̧,?,-ʃi̧,̍ ú̧ta,-béle,-ci̧k-,?,?,-tsw̪-,?,-w  ́-,-wá,-nw  ́,-thú,-y  ́-,-ki,?,-í̧so,?,?,-ú̧tha,?,?,̍a-hyá,?,-swí,?,?,?,-há-,?,hasi̋,lu-tsú̧li,-swé,-húlil-,-thímà,?,?,?,?,-kak-,-tsu̧,?,-human-,-áni̧,-kulu,?,?,nnúmyána,-éci̧,-nwa,-ci̧í̧na,?,?,-s̪ú̧ku̧,-hémbé,-mwîcí̧,nthu,mbú̧la,ndilá,-ci̧nga,?,-sée,-món-,?,?,?,-b̪ú,?,-lo,miíi,?,?,?,-we,cǔba,?,?,?,-lími̧,l-ìno,nthí,-bilí,?,?,?,?,?,-áti,?,-  ́ ̍ácána,?,?
E46_Sonjo,ɲamà,ko-bɔkɔ,e-bu,e-kɔnɔ,e-lobaeki,ke-buri,-nene,ɲɔɲi,-loma,n-daɣame,e-guha,e-bɛːlɛ,-hera,mw-ana,ke-ɣundu,-ja,-tala,-kia,ŋ-guya,-ɲwa,ko-sikelɔ,-lya,?,n-jagu,r-isɔ,b-oʃɔ,-tɔɲa,ma-guta,bo-jɔha,lw-ala,m-oki,lo-ko,-ɣuɲa,-tano,-ahoka,-nɛ,-ha,m-bori,n-se,lo-jele,mo-twe,-ojia,ŋ-kɔlɔ,lo-hɛmbɛ,kaaya,jalo,bo-la,-bolaga,guraŋgura,m-laka,-maɲa,e-ɲeka,kogolo,etema,nda,njaɣamba,mweri,kaɲa,ebina,ŋgelel,eɣɔti,nabudiko,boryolo,-mwɛ,monto,mbura,nkondo,mori,ʃumbi,msanga,-bana,-toma,nsɔni,-ɣoja,kesɛlɔ,egolo,tɔlɔ,mdɔɣane,mraru,etumu,-iba,ebwɛ,"ryoba,",esai,ekomi,-dato,loleme,egɛgɔ,mote,-bele,madaɣa,mjie,-loka,-gɛndagɛnda,bita,mae,myaga,mɣariʃa,kebaba,edaɣa
E51_Kikuyu,ɲàmà,ɣu-ɔkɔ,mo-hû,i-kɔni,ò-rèrè,n-da,-nɛ́nɛ,ɲɔni,-róma,θàkàmɛ̀,i-héndé,ɲɔ̀ndɔ̀,-heːhia,mw-ana,ì-tù,-óka,-tára,-kuâ,kuro,-ɲuâ,ɣo-to,-reâ,i-túmbé,ɲ-jɔ̀ɣù,rí-íθɔ,o-θiô,-ɣua,ma-ɣúta,ru-ɔyá,ro-ára,mw-àːkì,ro-kô,-tɛ́ɣa,i-θanɔ,-ómboka,i-ɲa,-hâ,m-bóri,téːri,n-juére,ke-ɔŋgɔ́,-íɣwa,ŋ-gɔ́rɔ,ro-heá,ɲombá,-hóːta,mà-rà,-óraɣa,i-ru,ka-hio,-mɛ̀ɲa,i-θaŋgo,kòɣòrò,ini,ndáːa,njámba,mwɛ́ri,kanua,ritwa,mukɔɲɔ,ŋgíŋgɔ́,otúko,inoro,emwɛ,mòndò,mbúra,njerá,mòrì,moóɲo,moθâŋga,-ɔ́na,-tomá,-cɔ́nɔka,-ína,ɣekɔndɛ́,ìɣòrò,tɔrɔ̌,ndɔ̀ːɣɔ̀,ɲamo yaðe,itímo,-íya,ihíɣa,rióa,mutiːŋgɔ́ɛ,ikumi,iθatu,roréme,ìɣɛ̀ɣɔ̀,moté,iɣere,maθuɣumɔ,gicagi,-táheka,-cɛ̀ːra,mbáːrâ,máːe,ròhùːhɔ̀,motuma,imɛ,kèɣɛ̀rà
E52_Embu,ɲàmà,ɲ-jára,mo-ú,e-ɣɔkɔ,ɣe-tandá,e-vu,-nɛ́nɛ,ɣè-cɔ̀nì,-róma,n-ðákámɛ́,e-vende,ɲɔ̀ndɔ̀,-vévia,mo-áːna,e-tú,-óːka,-tára,-kúa,kuro,-ɲúá,ɣo-tó,-réa,e-tumbe,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣòà,ma-ɣúta,ɣw-ɔyá,ro-kuɲó,mo-aːkí,ŋ-gó,ma-koyo,-táːnɔ,-βòròkà,-nà,-va,m-bori,e-ðetu,ro-cuere,kè-ɔ̀ŋgɔ́,-éːɣwa,ŋ-gɔ́rɔ,ro-véa,ɲɔːmbá,yóːra,mà-rà,-óraɣa,e-rú,ka-vió,-mɛ̀ɲà,e-ðaŋgó,kòɣòrò,etema,ndaa,nomɛ,moɛ́ːri,kàɲùà,riéːtwa,ròrèrà,ŋgíːŋgɔ́,otúko,eɲóːro,-mwɛ́,mòːndò,mbúra,njerá,mòrì,cúmbe,mòðàŋgà,-ɔ́na,-tóma,nðɔ́ni,-ina,ɣekɔndɛ́,etu,tɔrɔ,ndɔ̀ːɣɔ̀,njoka,etúmo,-éːya,eðíɣa,rióːa,mocúðe,ekómi,-ðáto,roreme,èɣɛ̀ɣɔ̀,moté,iɣeré,maumaɣɔ,etóːra,-táveka,-ðie,mbáara,mánje,ròvùːvɔ̀,mondo wa nja,emɛ,cùːmà
E52_Mbeere,ɲàmà,ɲ-jára,mo-ú,?,ɣe-tandá,?,-nɛ́nɛ,ɣè-cɔ̀nì,-róma,n-ðákámɛ́,mo-véndé,ɲɔ̀ndɔ̀,-éːðia,mo-áːna,e-tú,-óːka,-tára,-kúa,kuro,-ɲúá,ɣo-tó,-réa,?,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣòà,ma-ɣúta,ɣw-ɔyá,ro-kuɲó,mò-àːkì,ŋ-gó,ɣe-koó,-táːnɔ,-ɣòròkà,-nà,-vá,m-búri,?,n-juéːre,kè-ɔ̀ŋgɔ́,-éːɣwa,ŋ-gɔ́rɔ,ro-véa,ɲɔːmbá,yóːra,mà-rà,-óraɣa,e-rú,ka-vió,-mɛ̀ɲà,e-ðaŋgó,kòɣòrò,etɛ́ma,ndaá,?,moɛ́ːri,kàɲùà,riéːtwa,?,ŋgíːŋgɔ́,otúko,eɲóːró,-mwɛ́,mòːndò,mbúra,njerá,mòrì,cúmbe,mòðàŋgà,-ɔ́na,-tóma,nðɔ́ni,?,ɣekɔndɛ́,?,?,ndɔ́ːɣɔ̀,?,etúmo,-éːya,eðíɣa,rióːa,mocúðe,ekómi,-ðáto,roríme,èɣɛ̀ɣɔ̀,moté,-eré,?,etóːra,-táveka,?,mbààrà,mánje,rovúːvɔ,moká,?,cùːmà
E53_Meru,ɲama,uko,i-fu,i-kanda,u-lili,n-deu,nini,n-deye,i-imara,u-sao,i-fuwa,ma-wele,aka,mw-ana,ir-umbe,oriʃo,i-tanla,fwa,i-kite,nwa,ku-ri,i-la,i-yai,ʃofu,ir-iso,ki-saŋgu,i-wa,ma-fura,ma-fuli,u-ʃaa,mu-ro,n-gwi,i-kuŋga,fi-raanu,i-rumbuka,fii-ni,ni-injia,savana,u-teri,i-fuli,n-rwe,iita,n-goo,m-bembe,numba,soto,maa-la,nutuya,n-ri,j-aandu,i-maɲa,i-ru,urende,irima,nda,nndumi,mwiiri,kana,irina,kiboʃo,sungo,jiyo,mbua,jimwi,ndu,fua,ʃiya,nrari,ʃimbi,nsanga,loliya,iruma,sonu,iimba,ikanda,iruveu,nruo,musu,ʃoka,ifumu,iiva,iwe,saa,njiya,ikumi,firaru,ulumi,mwiini,nri,fivili,mafaamu,jingu,yooka,iira jaaro,fira,mura,mburato,nka,laa,?
E53_Igoji,ɲàmà,ɲ-jára,mò-jù,?,ɣe-tandá,?,-nɛ́nɛ,kè-ɲɔ̀nì,-róma,ðáríkɛ́,mo-éndéndé,ɲɔ̀ntɔ̀,-éːðia,mo-áːna,è-tù,-èːja,-tára,-kúa,kúro,-ɲá,ɣo-tó,-reá,e-túmbé,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣòà,ma-ɣúta,ɣu-ɛ́,ro-kuɲó,mò-àŋkì,ŋ-kó,ɣe-koyó,-táːnɔ́,-βùːròkà,-ná,-á,m-bóri,?,n-juéːre,kè-ɔ̀ŋgɔ́,-íːɣwa,ŋ-kɔ́rɔ,?,ɲɔːmbá,m-pára,mà-rà,-óraɣa,e-rú,?,-mɛ̀ɲà,e-ðaŋgó,kòɣòrò,etɛ́ma,ndàà,?,moɛ́ːri,kàɲùà,riéːtwa,mokɔ́ɲɛ,ŋkíːŋgɔ́,?,ɲóːro,-mwɛ́,mòːntò,mbúra,njerá,mòrì,cùmbè,mòðàŋgà,-ɔ́na,-tóma,nðɔ́ni,?,ɣekɔndɛ́,?,?,tɔːɣí,?,etúmo,-íːya,eíɣa,rióːa,moðéríɲa,ekómi,-ðáto,roríme,èèɣɔ̀,moté,-eré,?,ntóːra,-táeka,?,ndɔ̀à,róːje,rùːwɔ̀,moká,?,ɲ-cùːmà
E53_Miutini,ɲàmà,ɲ-jára,mò-jù,?,ɣe-tandá,?,-nɛ́nɛ,ɲɔ̀nì,-róma,ðáríkɛ́,mo-éndéndé,ɲɔ̀ntɔ̀,-éːðia,mo-áːna,è-tù,-èːja,-tára,-kúa,kúro,-ɲúá,ɣo-tó,-reá,e-túmbé,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣoà,ma-ɣúta,ɣu-ɛ́,ro-kuɲó,mò-àŋkì,ŋ-kó,ɣe-koyó,-táːnɔ́,-βùːròkà,-ná,-á,m-bóri,?,n-cíori,kè-ɔ̀ŋgɔ́,-íːɣwa,ŋ-kɔ́rɔ,?,ɲɔːmbá,m-pára,mà-rà,-óraɣa,e-rú,?,-mɛ̀ɲà,e-βóːra,kòɣòrò,etɛ́ma,ndàà,?,moɛ́ːri,kàɲùà,riéːtwa,mokɔ́u,ŋkíːŋgɔ́,otúko,ɲóːro,-mwɛ́,mòːntò,ŋgaí,njerá,mòrì,cùmbè,mòðàŋgà,-ɔ́na,-tóma,nðàò,?,ɣekɔndɛ́,?,?,tɔːɣí,?,etúmɔ,-íːya,eíɣa,rióːa,moɲíːríða,ekómi,-ðáto,roómɛ,èèɣɔ̀,moté,-eré,?,ntóːra,-táeka,?,ndòà,roóje,rùːwɔ̀,moká,?,ɲ-cùːmà
